,Unnamed: 0,Make,Model,Variant,Cylinders,Doors,Seating_Capacity,Gears,Ex-Showroom_Price,Fuel_Type,Drivetrain,Displacement,City_Mileage,Kerb_Weight,Cylinder_Configuration,Doors.1,Body_Type,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Height,Length,Width,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Odometer,Speedometer,Type,Wheelbase,Handbrake,Launch_Date
359,359,Maruti Suzuki,Alto,Std,3.0,5.0,5.0,5,"Rs. 2,94,800",Petrol,FWD (Front Wheel Drive),796 cc,,730 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2019-11-17
360,360,Maruti Suzuki,Alto,Std (O),3.0,5.0,5.0,5,"Rs. 2,99,900",Petrol,FWD (Front Wheel Drive),796 cc,,732 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2022-01-06
361,361,Maruti Suzuki,Alto,Lxi,3.0,5.0,5.0,5,"Rs. 3,52,900",Petrol,FWD (Front Wheel Drive),796 cc,,755 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,Electric Power,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2019-07-18
362,362,Maruti Suzuki,Alto,Lxi (O),3.0,5.0,5.0,5,"Rs. 3,57,200",Petrol,FWD (Front Wheel Drive),796 cc,,757 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,Yes,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2020-10-12
363,363,Maruti Suzuki,Alto,Vxi,3.0,5.0,5.0,5,"Rs. 3,76,100",Petrol,FWD (Front Wheel Drive),796 cc,,762 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,Yes,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2021-08-26
364,364,Maruti Suzuki,Alto,Lxi Cng (Cng +,3.0,5.0,5.0,5,"Rs. 4,05,570",CNG + Petrol,FWD (Front Wheel Drive),796 cc,,755 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,Electric Power,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2019-04-12
365,365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,3.0,5.0,5.0,5,"Rs. 4,09,190",CNG + Petrol,FWD (Front Wheel Drive),796 cc,,757 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,Yes,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2020-10-02
366,366,Maruti Suzuki,Alto,Vxi Plus,3.0,5.0,5.0,5,"Rs. 3,89,600",Petrol,FWD (Front Wheel Drive),796 cc,,762 kg,In-line,5.0,Hatchback,BS 6,Injection,35 litres,1475 mm,3445 mm,1490 mm,Solid Disc,Drum,Yes,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2021-01-19
367,367,Maruti Suzuki,S-Presso,Std,3.0,5.0,5.0,5,"Rs. 3,70,500",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2019-08-13
368,368,Maruti Suzuki,S-Presso,Std (O),3.0,5.0,5.0,5,"Rs. 3,76,500",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2020-03-24
369,369,Maruti Suzuki,S-Presso,Lxi,3.0,5.0,5.0,5,"Rs. 4,09,000",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2022-02-20
370,370,Maruti Suzuki,S-Presso,Lxi (O),3.0,5.0,5.0,5,"Rs. 4,15,000",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2020-12-10
371,371,Maruti Suzuki,S-Presso,Vxi,3.0,5.0,5.0,5,"Rs. 4,32,500",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2019-06-24
372,372,Maruti Suzuki,S-Presso,Vxi (O),3.0,5.0,5.0,5,"Rs. 4,38,500",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2020-12-04
373,373,Maruti Suzuki,S-Presso,Vxi Ags,3.0,5.0,5.0,5,"Rs. 4,75,500",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,AMT,2380 mm,Manual,2021-12-26
374,374,Maruti Suzuki,S-Presso,Vxi+,3.0,5.0,5.0,5,"Rs. 4,56,000",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Electric Power,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Manual,2380 mm,Manual,2019-06-07
375,375,Maruti Suzuki,S-Presso,Vxi (O) Ags,3.0,5.0,5.0,5,"Rs. 4,81,500",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,AMT,2380 mm,Manual,2021-10-31
376,376,Maruti Suzuki,S-Presso,Vxi+ Ags,3.0,5.0,5.0,5,"Rs. 4,99,000",Petrol,FWD (Front Wheel Drive),998 cc,,726 kg,In-line,5.0,Hatchback,BS 6,Injection,27 litres,1549 mm,3565 mm,1520 mm,Ventilated Disc,Drum,Electric Power,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,AMT,2380 mm,Manual,2021-02-17
